eventid,imonth,iday,country,country_txt,region,region_txt,provstate,city,attacktype1_txt,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,gname,weaptype1_txt,weapsubtype1
202101160001,1,16,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Officers,4,Afghanistan,Khorasan Chapter of the Islamic State,Firearms,5
202101160006,1,16,4,Afghanistan,6,South Asia,Kabul,Kabul,Assassination,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle of Deputy Security Chief: Mohammad Nabi Bayan,4,Afghanistan,Unknown,Explosives,29
202101160007,1,16,4,Afghanistan,6,South Asia,Baghlan,Puli Khumri,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Vehicle,4,Afghanistan,Unknown,Explosives,29
202101160008,1,15,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Armed Assault,Government (General),18,"Government Personnel (excluding police, military)",Government of Nad Ali,Residence of District Chief: Mohammad Khan,4,Afghanistan,Taliban,Firearms,5
202101160021,1,16,205,Thailand,5,Southeast Asia,Bangkok,Bangkok,Bombing/Explosion,Police,22,"Police Building (headquarters, station, school)",Royal Thai Police,Office,205,Thailand,Special Task,Explosives,17
202101160023,1,16,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Hostage Taking (Kidnapping),Government (General),20,Intelligence,National Directorate of Security (NDS),Logistics Officer: Jumagul,4,Afghanistan,Unknown,Firearms,5
202101170006,1,17,4,Afghanistan,6,South Asia,Kabul,Kabul,Assassination,Government (General),14,Judge/Attorney/Court,Government of Afghanistan,Female Judges,4,Afghanistan,Taliban,Firearms,2
202101170007,1,16,153,Pakistan,6,South Asia,Balochistan,Quetta,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Unknown,Bus,153,Pakistan,Unknown,Explosives,16
202101170015,1,17,4,Afghanistan,6,South Asia,Baghlan,Hussainkhel,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Army (ANA),Checkpost,4,Afghanistan,Taliban,Unknown,
202101170016,1,17,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Iraqi Armed Forces,Headquarters,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202101170021,1,17,173,Saudi Arabia,10,Middle East & North Africa,Jazan,Jazan,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Jazan City,City,173,Saudi Arabia,Houthi extremists (Ansar Allah),Explosives,11
202101170023,1,17,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,95,Iraq,Unknown,Explosives,16
202101170030,1,17,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Swabi,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Maneri Union Council,Former Councilor: Qamar Zaman,153,Pakistan,Unknown,Firearms,5
202101170045,1,17,228,Yemen,10,Middle East & North Africa,Sanaa,Sawan,Hostage Taking (Kidnapping),Private Citizens & Property,83,Protester,Not Applicable,Residence of Civil Rights Activist: Maryam al-Hawri,228,Yemen,Houthi extremists (Ansar Allah),Unknown,
202101180003,1,18,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Government of Washir,District Governor: Haji Mohammad Zaher Haqyar,4,Afghanistan,Unknown,Firearms,5
202101180004,1,18,4,Afghanistan,6,South Asia,Logar,Puli Alam,Armed Assault,Government (General),20,Intelligence,National Directorate of Security (NDS),Personnel,4,Afghanistan,Unknown,Firearms,5
202101180005,1,18,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Unknown,Explosives,29
202101180010,1,18,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Kabul City,City,4,Afghanistan,Unknown,Explosives,29
202101180011,1,18,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Government (General),21,Government Building/Facility/Office,Ministry of Communications and Information Technology,Vehicle,4,Afghanistan,Khorasan Chapter of the Islamic State,Explosives,29
202101180016,1,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,95,Iraq,Unknown,Explosives,16
202101180017,1,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,95,Iraq,Unknown,Explosives,16
202101180018,1,18,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,95,Iraq,Unknown,Explosives,16
202101180023,1,18,95,Iraq,10,Middle East & North Africa,Muthanna,Samawah,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Unknown,Explosives,16
202101180026,1,18,217,United States,1,North America,Ohio,Toledo,Facility/Infrastructure Attack,Religious Figures/Institutions,86,Place of Worship,"Our Lady, Queen of the Most Holy Rosary Cathedral",Church,217,United States,Unknown,Incendiary,20
202101190003,1,19,4,Afghanistan,6,South Asia,Baghlan,Puli Khumri,Hostage Taking (Kidnapping),Police,22,"Police Building (headquarters, station, school)",Afghan Police,Checkpost,4,Afghanistan,Taliban,Unknown,
202101190009,1,19,95,Iraq,10,Middle East & North Africa,Diyala,Jalawla,Bombing/Explosion,Utilities,107,Electricity,Unknown,Power Station,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,16
202101190017,1,19,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,Unknown,Explosives,16
202101190018,1,19,4,Afghanistan,6,South Asia,Sari Pul,Sari Pul,Unknown,Terrorists/Non-State Militia,94,Non-State Militia,National Uprising Movement (NUM),Forces,4,Afghanistan,Taliban,Unknown,
202101190019,1,19,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Hazara Officer,4,Afghanistan,Unknown,Firearms,5
202101190025,1,19,95,Iraq,10,Middle East & North Africa,Dhi Qar,Nasiriyah,Bombing/Explosion,Private Citizens & Property,83,Protester,Not Applicable,Residence of Civil Activist: Hisham al-Shammari,95,Iraq,Unknown,Explosives,16
202101190027,1,19,92,India,6,South Asia,Manipur,Imphal,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Manipur,Residence of Governor: Raj Bhawan,92,India,United National Liberation Front (UNLF),Explosives,7
202101190031,1,19,19,Bangladesh,6,South Asia,Chittagong,Cox's Bazar,Facility/Infrastructure Attack,Government (Diplomatic),47,"International Organization (peacekeeper, aid agency, compound)",United Nations International Children's Emergency Fund (UNICEF),Refugee Schools,422,International,Unknown,Incendiary,18
202101190035,1,19,195,Sudan,11,Sub-Saharan Africa,West Darfur,El Geneina,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of West Darfur,Residence of Governor: Mohammed Abdalla al-Douma,195,Sudan,Unknown,Firearms,5
202101190044,1,19,200,Syria,10,Middle East & North Africa,Aleppo,Kobani,Armed Assault,Private Citizens & Property,84,Political Party Member/Rally,Kurdish National Council's (KNC),Headquarters,200,Syria,Unknown,Explosives,7
202101200002,1,20,4,Afghanistan,6,South Asia,Herat,Herat,Armed Assault,Military,29,Military Unit/Patrol/Convoy,Afghan National Security Force (ANSF),Patrol,4,Afghanistan,Unknown,Firearms,2
202101200003,1,19,4,Afghanistan,6,South Asia,Uruzgan,Tarin Kot,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Motorcycle,4,Afghanistan,Unknown,Explosives,15
202101200008,1,20,4,Afghanistan,6,South Asia,Baghlan,Puli Khumri,Assassination,Private Citizens & Property,68,Named Civilian,Not Applicable,Tribal Elder: Mullah Alem,4,Afghanistan,Taliban,Explosives,12
202101200009,1,20,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Yaqshiid,Vehicle of District Commissioner,182,Somalia,Al-Shabaab,Explosives,8
202101200011,1,20,95,Iraq,10,Middle East & North Africa,Babil,Yusufiyah,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Kata'ib Hezbollah,Explosives,16
202101200023,1,20,75,Germany,8,Western Europe,Berlin,Berlin,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Residential Area,75,Germany,Left-wing extremists,Explosives,31
202101210001,1,21,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Private Citizens & Property,73,Vehicles/Transportation,Not Applicable,Vehicle,4,Afghanistan,Unknown,Explosives,29
202101210002,1,21,4,Afghanistan,6,South Asia,Kabul,Kabul,Armed Assault,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Afghan National Security Force (ANSF),Soldiers,4,Afghanistan,Taliban,Firearms,5
202101210004,1,21,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Open-Air Market,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,13
202101210005,1,21,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Private Citizens & Property,74,Marketplace/Plaza/Square,Unknown,Open-Air Market,95,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives,13
202101210008,1,21,4,Afghanistan,6,South Asia,Baghlan,Puli Khumri,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Outpost,4,Afghanistan,Taliban,Unknown,
202101210012,1,21,95,Iraq,10,Middle East & North Africa,Al Anbar,Rutbah,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Iraqi Army,Patrol,95,Iraq,Unknown,Explosives,16
202101210014,1,21,95,Iraq,10,Middle East & North Africa,Muthanna,Samawah,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Unknown,Explosives,16
202101210015,1,21,95,Iraq,10,Middle East & North Africa,Al Anbar,Abu Ghraib,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Ashab al-Kahf,Explosives,16
202101210016,1,21,60,Egypt,10,Middle East & North Africa,North Sinai,Sheikh Zuweid,Bombing/Explosion,Military,35,Military Transportation/Vehicle (excluding convoys),Egyptian Armed Forces,Vehicle,60,Egypt,Sinai Province of the Islamic State,Explosives,12
202101220001,1,22,95,Iraq,10,Middle East & North Africa,Babil,Musayyib,Bombing/Explosion,Military,29,Military Unit/Patrol/Convoy,Combined Joint Task Force – Operation Inherent Resolve (CJTF-OIR),Combined Joint Task Force Supply Convoy,422,International,Ashab al-Kahf,Explosives,16
202101220004,1,21,4,Afghanistan,6,South Asia,Baghlan,Chashma Sher,Unknown,Military,36,Military Checkpoint,Afghan National Security Force (ANSF),Checkpoints,4,Afghanistan,Taliban,Unknown,
202101220012,1,22,147,Nigeria,11,Sub-Saharan Africa,Borno,Mafa,Armed Assault,Private Citizens & Property,75,Village/City/Town/Suburb,Mafa Town,Town,147,Nigeria,Boko Haram,Firearms,5
202101220014,1,22,200,Syria,10,Middle East & North Africa,Al Hasakah,Al-Shadadi,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Tel Shayir,Council Co-Chair: Hind Latif Al Khadir,200,Syria,Islamic State of Iraq and the Levant (ISIL),Firearms,2
202101220017,1,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Airports & Aircraft,44,Airport,Baghdad International Airport,Airport,95,Iraq,Iran-backed militia,Explosives,11
202101220020,1,22,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Airports & Aircraft,44,Airport,Baghdad International Airport,Airport,95,Iraq,Iran-backed militia,Explosives,11
202101220025,1,22,37,Cameroon,11,Sub-Saharan Africa,North-West,Bamenda,Armed Assault,Educational Institution,49,School/University/Educational Building,PSS Mankon Boarding School,Boarding School,37,Cameroon,Atanga Nji Militia,Incendiary,18
202101230002,1,23,4,Afghanistan,6,South Asia,Baghlan,Puli Khumri,Bombing/Explosion,Military,27,Military Barracks/Base/Headquarters/Checkpost,Afghan National Security Force (ANSF),Base,4,Afghanistan,Taliban,Explosives,15
202101230003,1,23,4,Afghanistan,6,South Asia,Herat,Herat,Armed Assault,Police,23,Police Patrol (including vehicles and convoys),Afghan Police,Patrol,4,Afghanistan,Taliban,Firearms,5
202101230007,1,24,123,Mali,11,Sub-Saharan Africa,Mopti,Boulikessi,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Post,123,Mali,Muslim extremists,Firearms,5
202101230008,1,24,123,Mali,11,Sub-Saharan Africa,Mopti,Mondoro,Armed Assault,Military,27,Military Barracks/Base/Headquarters/Checkpost,Malian Armed Forces,Post,123,Mali,Muslim extremists,Firearms,5
202101230009,1,23,182,Somalia,11,Sub-Saharan Africa,Banaadir,Mogadishu,Assassination,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of Somalia,"Vehicle of Former Parliament Members: Muhdin Hassan Afrah, Hussein Arale",182,Somalia,Al-Shabaab,Explosives,8
202101230013,1,23,182,Somalia,11,Sub-Saharan Africa,Mudug,Harardhere,Facility/Infrastructure Attack,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,182,Somalia,Al-Shabaab,Unknown,
202101230017,1,23,173,Saudi Arabia,10,Middle East & North Africa,Riyadh,Riyadh,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Riyadh City,City,173,Saudi Arabia,Alwiya Al-Waad Al-Haq (Truthful Promise Brigades),Explosives,12
202101230019,1,23,217,United States,1,North America,California,El Monte,Bombing/Explosion,Religious Figures/Institutions,86,Place of Worship,First Works Baptist Church,Church,217,United States,Unknown,Explosives,17
202101230022,1,23,200,Syria,10,Middle East & North Africa,Aleppo,Azaz,Bombing/Explosion,Private Citizens & Property,76,House/Apartment/Residence,Not Applicable,Civilian Residences,200,Syria,Kurdistan Workers' Party (PKK),Explosives,11
202101230024,1,23,182,Somalia,11,Sub-Saharan Africa,Middle Shebelle,Raga Ceel,Unknown,Private Citizens & Property,75,Village/City/Town/Suburb,Raga Ceel Town,Town,182,Somalia,Al-Shabaab,Unknown,
202101230026,1,23,37,Cameroon,11,Sub-Saharan Africa,North-West,Bamenda,Armed Assault,Educational Institution,49,School/University/Educational Building,PSS Mankon Boarding School,Boarding School,37,Cameroon,Atanga Nji Militia,Incendiary,18
202101240002,1,24,4,Afghanistan,6,South Asia,Kabul,Kabul,Assassination,Government (General),18,"Government Personnel (excluding police, military)",Financial Dispute Resolution Commission,Vehicle of Chair: Abdollah Durrani,4,Afghanistan,Unknown,Explosives,29
202101240004,1,24,200,Syria,10,Middle East & North Africa,Deir ez-Zor,Ash Sholah,Armed Assault,Military,35,Military Transportation/Vehicle (excluding convoys),Syrian Army,Bus,200,Syria,Islamic State of Iraq and the Levant (ISIL),Firearms,2
202101240005,1,24,4,Afghanistan,6,South Asia,Nangarhar,Jalalabad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Cement Shop,4,Afghanistan,Unknown,Explosives,16
202101240012,1,23,153,Pakistan,6,South Asia,Balochistan,Turbat,Bombing/Explosion,Military,39,Paramilitary,Frontier Corps (FC),"Paramilitary Personnel: Lance Naik Qismatullah, Sharifullah",153,Pakistan,Unknown,Explosives,7
202101240015,1,24,4,Afghanistan,6,South Asia,Kandahar,Kandahar,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Checkpost Commander: Haji Mohammad,4,Afghanistan,Unknown,Firearms,5
202101240024,1,24,182,Somalia,11,Sub-Saharan Africa,Hiiraan,Bulobarde,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,African Union Mission in Somalia (AMISOM),Djiboutian Base,422,International,Al-Shabaab,Unknown,
202101240026,1,24,182,Somalia,11,Sub-Saharan Africa,Hiiraan,Jalalaqsi,Unknown,Military,27,Military Barracks/Base/Headquarters/Checkpost,African Union Mission in Somalia (AMISOM),Djiboutian Base,422,International,Al-Shabaab,Unknown,
202101240029,1,24,182,Somalia,11,Sub-Saharan Africa,Mudug,Bacaadweyn,Bombing/Explosion,Private Citizens & Property,75,Village/City/Town/Suburb,Bacaadweyn Town,Town,182,Somalia,Al-Shabaab,Explosives,11
202101250004,1,25,4,Afghanistan,6,South Asia,Kabul,Kabul,Bombing/Explosion,Government (Diplomatic),46,Embassy/Consulate,Italian Ministry of Foreign Affairs,Vehicle,98,Italy,Unknown,Explosives,29
202101250005,1,25,4,Afghanistan,6,South Asia,Helmand,Lashkar Gah,Armed Assault,Police,25,Police Security Forces/Officers,Afghan Police,Provincial Police Academy Lecturer,4,Afghanistan,Unknown,Firearms,5
202101250010,1,25,4,Afghanistan,6,South Asia,Helmand,Gereshk,Bombing/Explosion,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,Taliban,Explosives,8
202101250012,1,25,182,Somalia,11,Sub-Saharan Africa,Banaadir,Wedow,Bombing/Explosion,Police,23,Police Patrol (including vehicles and convoys),Somali Police Force (SPF),Vehicle,182,Somalia,Al-Shabaab,Explosives,16
202101250014,1,23,4,Afghanistan,6,South Asia,Kandahar,Panjwai,Bombing/Explosion,Unknown,,,Unknown,Unknown,,,Taliban,Explosives,8
202101250022,1,25,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,Bombing/Explosion,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,95,Iraq,Unknown,Explosives,16
202101250030,1,25,37,Cameroon,11,Sub-Saharan Africa,Extreme-North,Zigague,Armed Assault,Private Citizens & Property,70,Student,Unknown,Student,37,Cameroon,Boko Haram,Firearms,5
